id,host_since,property_type,room_type,price,number_of_reviews,review_scores_rating,reviews_per_month
1202623,7/27/12,Apartment,Entire home/apt,$80.00,69,90,4.77
7911591,8/17/15,Apartment,Private room,$60.00,7,94,4.77
6729727,6/7/15,Apartment,Private room,$100.00,17,98,4.77
7460578,4/15/15,Apartment,Entire home/apt,$70.00,7,94,4.77
257601,10/14/11,Apartment,Private room,$58.00,226,94,4.76
6117864,4/10/12,Apartment,Shared room,$75.00,23,98,4.76
7595317,7/28/15,Apartment,Private room,$45.00,10,96,4.76
6906110,3/12/12,Apartment,Entire home/apt,$125.00,16,99,4.75
6935299,6/21/15,Apartment,Entire home/apt,$132.00,6,87,4.74
4831472,12/15/14,House,Private room,$85.00,40,96,4.74
7690379,7/26/15,Apartment,Shared room,$35.00,9,89,4.74
7347782,11/20/14,Apartment,Entire home/apt,$125.00,12,100,4.74
3344481,4/23/12,Apartment,Private room,$65.00,74,91,4.74
3385966,11/13/13,Apartment,Entire home/apt,$295.00,25,94,4.72
7150095,10/6/14,Apartment,Private room,$49.00,14,89,4.72
5074013,11/23/13,Apartment,Entire home/apt,$250.00,27,99,4.71
3031898,5/12/14,Apartment,Entire home/apt,$98.00,79,96,4.71
5347873,11/28/14,Bed & Breakfast,Private room,$84.00,33,92,4.71
6154243,10/25/14,Apartment,Entire home/apt,$123.00,22,91,4.71
6724355,4/29/15,Apartment,Private room,$57.00,13,94,4.7
7148245,8/19/13,Apartment,Entire home/apt,$70.00,5,96,4.69
8014506,8/22/15,Apartment,Shared room,$75.00,5,92,4.69
7182122,7/5/15,Apartment,Private room,$55.00,10,100,4.69
953991,1/4/13,Apartment,Entire home/apt,$175.00,135,95,4.68
7798623,6/16/15,Condominium,Entire home/apt,$72.00,7,97,4.67
1557718,12/1/10,Apartment,Private room,$75.00,26,94,4.67
4923929,6/3/13,Apartment,Private room,$45.00,14,96,4.67
1056430,4/8/13,Apartment,Private room,$79.00,140,97,4.66
7420598,11/20/11,Apartment,Private room,$55.00,11,98,4.65
5892992,10/10/10,Apartment,Entire home/apt,$109.00,20,93,4.65
5210927,9/13/13,Apartment,Entire home/apt,$127.00,26,98,4.64
4370215,8/17/14,Apartment,Entire home/apt,$119.00,53,86,4.64
5795687,10/4/14,Apartment,Entire home/apt,$87.00,27,90,4.63
7260826,2/10/15,Condominium,Entire home/apt,$78.00,10,94,4.62
7887830,8/16/15,Apartment,Entire home/apt,$105.00,6,100,4.62
5247850,10/25/14,Apartment,Entire home/apt,$180.00,31,99,4.6
5602905,6/30/13,Apartment,Shared room,$89.00,31,94,4.6
